,0,1,2
492,493,"{'TAE': 10383.602705971862, 'RMSE': 1253.789115966772, 'MAPE': 0.09928555471562468, 'AIC': np.float64(15319.369266251657), 'BIC': np.float64(15477.553648626797)}","2015-06-20     8493.331986
2015-06-21      -67.325447
2015-06-22     8575.416366
2015-06-23     7382.317220
2015-06-24     6849.042796
2015-06-25     7157.133981
2015-06-26     7421.432299
2015-06-27     8712.667004
2015-06-28      -12.282361
2015-06-29    12319.811480
2015-06-30    10865.336709
2015-07-01    10125.528854
2015-07-02    10338.867811
2015-07-03    10650.887852
2015-07-04     8672.468425
2015-07-05      -23.357695
2015-07-06     8833.714538
2015-07-07     7425.580303
2015-07-08     6722.389897
2015-07-09     6952.528012
2015-07-10     7256.087190
2015-07-11     8678.277540
2015-07-12      -22.712009
2015-07-13    12271.380793
2015-07-14    10855.030576
2015-07-15    10145.348050
2015-07-16    10372.507745
2015-07-17    10677.566998
2015-07-18     8675.929683
2015-07-19      -24.144412
2015-07-20     8839.665246
2015-07-21     7424.771688
2015-07-22     6716.240188
2015-07-23     6943.927944
2015-07-24     7248.721240
2015-07-25     8675.028024
2015-07-26      -25.208377
2015-07-27    12267.689908
2015-07-28    10852.538090
2015-07-29    10143.802519
2015-07-30    10371.396652
2015-07-31    10676.237101
Freq: D, Name: predicted_mean, dtype: float64"
493,494,"{'TAE': 13739.106074323296, 'RMSE': 878.1890893361938, 'MAPE': 0.10146480850033367, 'AIC': np.float64(14745.930244565838), 'BIC': np.float64(14904.114626940978)}","2015-06-20     5598.692938
2015-06-21     8059.763790
2015-06-22     7939.921474
2015-06-23     7416.109997
2015-06-24     7005.817307
2015-06-25     6995.852893
2015-06-26     7059.274005
2015-06-27     5810.488932
2015-06-28     8178.512989
2015-06-29    10011.024608
2015-06-30     9428.540215
2015-07-01     8994.296133
2015-07-02     8981.207341
2015-07-03     9036.857869
2015-07-04     5807.692236
2015-07-05     8179.101273
2015-07-06     8021.312655
2015-07-07     7441.158700
2015-07-08     7007.862069
2015-07-09     6994.883535
2015-07-10     7050.846532
2015-07-11     5812.928791
2015-07-12     8184.196319
2015-07-13    10018.068303
2015-07-14     9437.817756
2015-07-15     9004.481840
2015-07-16     8991.498681
2015-07-17     9047.448742
2015-07-18     5817.830478
2015-07-19     8189.103844
2015-07-20     8031.258271
2015-07-21     7451.011711
2015-07-22     7017.677417
2015-07-23     7004.694449
2015-07-24     7060.645045
2015-07-25     5822.745982
2015-07-26     8194.019108
2015-07-27    10027.893441
2015-07-28     9447.646716
2015-07-29     9014.312356
2015-07-30     9001.329380
2015-07-31     9057.279953
Freq: D, Name: predicted_mean, dtype: float64"
494,495,"{'TAE': 4740.110711549496, 'RMSE': 666.5805532165588, 'MAPE': 0.10264604608858195, 'AIC': np.float64(14471.203618187337), 'BIC': np.float64(14629.388000562478)}","2015-06-20    5172.765574
2015-06-21     585.454341
2015-06-22    5419.572632
2015-06-23    4319.384924
2015-06-24    4242.247400
2015-06-25    4500.571294
2015-06-26    4657.032465
2015-06-27    5143.245025
2015-06-28     532.274868
2015-06-29    7761.621469
2015-06-30    6543.457862
2015-07-01    6409.437346
2015-07-02    6709.473585
2015-07-03    6920.125348
2015-07-04    5153.530037
2015-07-05     544.905713
2015-07-06    5536.239776
2015-07-07    4329.773727
2015-07-08    4201.393279
2015-07-09    4497.293652
2015-07-10    4702.572304
2015-07-11    5159.868245
2015-07-12     551.011327
2015-07-13    7764.769655
2015-07-14    6557.143768
2015-07-15    6428.204095
2015-07-16    6724.514548
2015-07-17    6930.325955
2015-07-18    5166.597787
2015-07-19     557.763931
2015-07-20    5550.643605
2015-07-21    4343.132718
2015-07-22    4214.248494
2015-07-23    4510.518286
2015-07-24    4716.276870
2015-07-25    5173.288527
2015-07-26     564.452385
2015-07-27    7778.057462
2015-07-28    6570.535174
2015-07-29    6441.645451
2015-07-30    6737.919275
2015-07-31    6943.683096
Freq: D, Name: predicted_mean, dtype: float64"
495,496,"{'TAE': 9768.650061519234, 'RMSE': 936.9094000203386, 'MAPE': 0.10703567050311624, 'AIC': np.float64(15121.699689912493), 'BIC': np.float64(15279.884072287634)}","2015-06-20     7411.134666
2015-06-21     -155.613017
2015-06-22     7542.642759
2015-06-23     6419.221247
2015-06-24     6004.358559
2015-06-25     6144.755362
2015-06-26     6492.439309
2015-06-27     7366.896699
2015-06-28     -116.147803
2015-06-29    11113.106121
2015-06-30     9412.899096
2015-07-01     8862.580323
2015-07-02     8976.076506
2015-07-03     9322.269258
2015-07-04     7369.335590
2015-07-05     -127.980180
2015-07-06     8019.901947
2015-07-07     6418.034042
2015-07-08     5890.809873
2015-07-09     6008.892481
2015-07-10     6355.339474
2015-07-11     7363.815967
2015-07-12     -131.066621
2015-07-13    11021.528148
2015-07-14     9402.893901
2015-07-15     8871.732214
2015-07-16     8989.032859
2015-07-17     9335.436506
2015-07-18     7359.653231
2015-07-19     -135.644202
2015-07-20     8025.307938
2015-07-21     6409.532271
2015-07-22     5879.041912
2015-07-23     5996.475877
2015-07-24     6342.886914
2015-07-25     7355.259153
2015-07-26     -139.967551
2015-07-27    11010.398845
2015-07-28     9394.135804
2015-07-29     8863.530986
2015-07-30     8980.942222
2015-07-31     9327.351998
Freq: D, Name: predicted_mean, dtype: float64"
496,497,"{'TAE': 5538.397440041532, 'RMSE': 806.3967109943767, 'MAPE': 0.07389049478520424, 'AIC': np.float64(15158.574943407817), 'BIC': np.float64(15316.759325782958)}","2015-06-20     6994.666867
2015-06-21     -438.846043
2015-06-22     8528.827868
2015-06-23     7873.664629
2015-06-24     6952.390630
2015-06-25     7054.637333
2015-06-26     7853.229570
2015-06-27     6999.595520
2015-06-28     -458.354515
2015-06-29    10974.738203
2015-06-30    10326.965731
2015-07-01     9469.355391
2015-07-02     9607.725001
2015-07-03    10373.519610
2015-07-04     6995.533271
2015-07-05     -463.273587
2015-07-06     8460.498777
2015-07-07     7812.985444
2015-07-08     6957.607304
2015-07-09     7097.243468
2015-07-10     7861.888114
2015-07-11     6991.155780
2015-07-12     -467.681121
2015-07-13    10963.872304
2015-07-14    10316.368056
2015-07-15     9461.068182
2015-07-16     9600.748756
2015-07-17    10365.353081
2015-07-18     6986.767236
2015-07-19     -472.070718
2015-07-20     8451.647675
2015-07-21     7804.143746
2015-07-22     6948.846617
2015-07-23     7088.528747
2015-07-24     7853.131659
2015-07-25     6982.378304
2015-07-26     -476.459687
2015-07-27    10955.091846
2015-07-28    10307.587927
2015-07-29     9452.290894
2015-07-30     9591.973079
2015-07-31    10356.575941
Freq: D, Name: predicted_mean, dtype: float64"
497,498,"{'TAE': 7954.0138639349025, 'RMSE': 507.4362195783621, 'MAPE': 0.0631753685613223, 'AIC': np.float64(11078.457386967812), 'BIC': np.float64(11236.641769342952)}","2015-06-20    8083.273826
2015-06-21     216.157277
2015-06-22    7363.436985
2015-06-23    6502.158580
2015-06-24    6402.045953
2015-06-25    6168.688681
2015-06-26    6416.357070
2015-06-27    8085.561728
2015-06-28     219.617595
2015-06-29    8270.755237
2015-06-30    7398.567994
2015-07-01    7304.281482
2015-07-02    7072.417045
2015-07-03    7317.967993
2015-07-04    8087.544234
2015-07-05     221.607226
2015-07-06    7373.207192
2015-07-07    6500.953638
2015-07-08    6406.702541
2015-07-09    6174.847179
2015-07-10    6420.385256
2015-07-11    8089.524882
2015-07-12     223.587917
2015-07-13    8274.751820
2015-07-14    7402.497863
2015-07-15    7308.246982
2015-07-16    7076.391674
2015-07-17    7321.929673
2015-07-18    8091.505518
2015-07-19     225.568554
2015-07-20    7377.168680
2015-07-21    6504.914721
2015-07-22    6410.663840
2015-07-23    6178.808533
2015-07-24    6424.346531
2015-07-25    8093.486155
2015-07-26     227.549191
2015-07-27    8278.713095
2015-07-28    7406.459135
2015-07-29    7312.208255
2015-07-30    7080.352948
2015-07-31    7325.890946
Freq: D, Name: predicted_mean, dtype: float64"
498,499,"{'TAE': 20547.505537323508, 'RMSE': 817.7838950757075, 'MAPE': 0.15200837349962343, 'AIC': np.float64(14414.382558666497), 'BIC': np.float64(14572.566941041638)}","2015-06-20    5968.808173
2015-06-21      -1.475999
2015-06-22    6030.048210
2015-06-23    5489.575503
2015-06-24    5227.622860
2015-06-25    4984.452188
2015-06-26    5530.714530
2015-06-27    6247.342975
2015-06-28     112.470662
2015-06-29    7316.591505
2015-06-30    6677.119543
2015-07-01    6512.811699
2015-07-02    6259.643352
2015-07-03    6830.855638
2015-07-04    6281.765955
2015-07-05     132.525383
2015-07-06    6098.012158
2015-07-07    5450.025590
2015-07-08    5294.046028
2015-07-09    5040.014413
2015-07-10    5613.356497
2015-07-11    6294.815834
2015-07-12     144.346160
2015-07-13    7342.698882
2015-07-14    6693.984200
2015-07-15    6538.716681
2015-07-16    6284.611239
2015-07-17    6858.135418
2015-07-18    6306.037276
2015-07-19     155.462510
2015-07-20    6120.455856
2015-07-21    5471.678918
2015-07-22    5316.472281
2015-07-23    5062.360526
2015-07-24    5635.900275
2015-07-25    6317.102380
2015-07-26     166.518628
2015-07-27    7364.829161
2015-07-28    6716.046900
2015-07-29    6560.845468
2015-07-30    6306.733173
2015-07-31    6880.274253
Freq: D, Name: predicted_mean, dtype: float64"
499,500,"{'TAE': 6963.31736629206, 'RMSE': 714.1671803983685, 'MAPE': 0.08437182638167952, 'AIC': np.float64(11292.786255377607), 'BIC': np.float64(11450.970637752747)}","2015-06-20    7055.191086
2015-06-21     106.418829
2015-06-22    5998.683256
2015-06-23    5308.142698
2015-06-24    5564.324666
2015-06-25    5179.042397
2015-06-26    5908.556260
2015-06-27    7047.502825
2015-06-28     101.379872
2015-06-29    6889.567490
2015-06-30    6149.115299
2015-07-01    6341.382934
2015-07-02    5968.332306
2015-07-03    6739.004148
2015-07-04    7052.244716
2015-07-05     105.974716
2015-07-06    6080.325410
2015-07-07    5342.643650
2015-07-08    5538.458960
2015-07-09    5164.729395
2015-07-10    5933.116692
2015-07-11    7056.296658
2015-07-12     110.034820
2015-07-13    6893.666099
2015-07-14    6155.830562
2015-07-15    6351.448952
2015-07-16    5977.757072
2015-07-17    6746.271177
2015-07-18    7060.386897
2015-07-19     114.124606
2015-07-20    6088.728207
2015-07-21    5350.901205
2015-07-22    5546.530526
2015-07-23    5172.836554
2015-07-24    5941.343620
2015-07-25    7064.475010
2015-07-26     118.212744
2015-07-27    6901.829985
2015-07-28    6164.002509
2015-07-29    6359.631223
2015-07-30    5985.937368
2015-07-31    6754.444824
Freq: D, Name: predicted_mean, dtype: float64"
500,501,"{'TAE': 9526.161296462524, 'RMSE': 714.5475245618038, 'MAPE': 0.1197671024143042, 'AIC': np.float64(11526.248634881205), 'BIC': np.float64(11684.433017256346)}","2015-06-20    3418.729182
2015-06-21    -792.856048
2015-06-22    4519.296315
2015-06-23    3749.111425
2015-06-24    4463.775246
2015-06-25    3672.600461
2015-06-26    3890.904967
2015-06-27    3422.014825
2015-06-28    -764.265936
2015-06-29    6143.723452
2015-06-30    5349.634292
2015-07-01    6030.027858
2015-07-02    5221.279949
2015-07-03    5457.589585
2015-07-04    3411.803587
2015-07-05    -775.709568
2015-07-06    4544.452359
2015-07-07    3751.527399
2015-07-08    4433.590014
2015-07-09    3625.697962
2015-07-10    3861.130701
2015-07-11    3402.249681
2015-07-12    -785.203453
2015-07-13    6122.395849
2015-07-14    5329.414190
2015-07-15    6011.395518
2015-07-16    5203.461784
2015-07-17    5438.937230
2015-07-18    3392.663762
2015-07-19    -794.792295
2015-07-20    4525.388630
2015-07-21    3732.409732
2015-07-22    4414.395019
2015-07-23    3606.463315
2015-07-24    3841.936681
2015-07-25    3383.079402
2015-07-26    -804.376513
2015-07-27    6103.221864
2015-07-28    5310.242831
2015-07-29    5992.227926
2015-07-30    5184.296122
2015-07-31    5419.769590
Freq: D, Name: predicted_mean, dtype: float64"
501,502,"{'TAE': 22747.690668150783, 'RMSE': 1692.8481397966477, 'MAPE': 0.0982329417625287, 'AIC': np.float64(15804.09141519378), 'BIC': np.float64(15962.27579756892)}","2015-06-20     8798.287111
2015-06-21    -1024.690176
2015-06-22     9766.121166
2015-06-23     8401.720517
2015-06-24     7501.498866
2015-06-25     7862.323932
2015-06-26     8000.671847
2015-06-27     8745.585716
2015-06-28    -1032.969272
2015-06-29    12957.522372
2015-06-30    11588.347354
2015-07-01    10693.987555
2015-07-02    10999.992569
2015-07-03    11104.923484
2015-07-04     8698.910518
2015-07-05    -1081.377948
2015-07-06     9712.996496
2015-07-07     8344.007787
2015-07-08     7449.419242
2015-07-09     7757.563482
2015-07-10     7863.798419
2015-07-11     8652.000162
2015-07-12    -1128.220659
2015-07-13    12862.131943
2015-07-14    11493.135964
2015-07-15    10598.556346
2015-07-16    10906.617108
2015-07-17    11012.801158
2015-07-18     8605.098982
2015-07-19    -1175.124478
2015-07-20     9619.255391
2015-07-21     8250.259695
2015-07-22     7355.679729
2015-07-23     7663.743748
2015-07-24     7769.929784
2015-07-25     8558.197444
2015-07-26    -1222.025913
2015-07-27    12768.326478
2015-07-28    11399.330771
2015-07-29    10504.750818
2015-07-30    10812.814710
2015-07-31    10919.000669
Freq: D, Name: predicted_mean, dtype: float64"
502,503,"{'TAE': 6308.266280179087, 'RMSE': 983.3313590973207, 'MAPE': 0.11672873262764988, 'AIC': np.float64(15207.838660670699), 'BIC': np.float64(15366.02304304584)}","2015-06-20    6590.002292
2015-06-21      74.807677
2015-06-22    6587.506685
2015-06-23    5011.173322
2015-06-24    4760.721853
2015-06-25    5836.428678
2015-06-26    5984.396841
2015-06-27    6652.715951
2015-06-28      97.960168
2015-06-29    9670.615107
2015-06-30    8049.852857
2015-07-01    7809.062775
2015-07-02    8886.470264
2015-07-03    9004.791145
2015-07-04    6654.742793
2015-07-05     101.091112
2015-07-06    6645.104179
2015-07-07    5025.584747
2015-07-08    4784.524340
2015-07-09    5861.884242
2015-07-10    5981.034548
2015-07-11    6658.463941
2015-07-12     104.781372
2015-07-13    9676.559627
2015-07-14    8057.005425
2015-07-15    7815.952581
2015-07-16    8893.313814
2015-07-17    9012.440916
2015-07-18    6662.137689
2015-07-19     108.455984
2015-07-20    6652.493577
2015-07-21    5032.940348
2015-07-22    4791.887292
2015-07-23    5869.248488
2015-07-24    5988.376239
2015-07-25    6665.812763
2015-07-26     112.131033
2015-07-27    9683.908603
2015-07-28    8064.355346
2015-07-29    7823.302296
2015-07-30    8900.663493
2015-07-31    9019.791226
Freq: D, Name: predicted_mean, dtype: float64"
503,504,"{'TAE': 234.02312643712503, 'RMSE': 918.0515757070264, 'MAPE': 0.09472672979516752, 'AIC': np.float64(14979.763547990282), 'BIC': np.float64(15137.947930365423)}","2015-06-20    5910.265446
2015-06-21     -80.442616
2015-06-22    7162.804217
2015-06-23    5987.851558
2015-06-24    5625.644681
2015-06-25    6136.610984
2015-06-26    6092.038007
2015-06-27    6466.794418
2015-06-28     164.422873
2015-06-29    8763.378293
2015-06-30    7518.118829
2015-07-01    7129.486221
2015-07-02    7548.573260
2015-07-03    7515.198525
2015-07-04    6441.110955
2015-07-05     154.798261
2015-07-06    7274.529484
2015-07-07    6032.922108
2015-07-08    5645.649096
2015-07-09    6069.726014
2015-07-10    6035.721463
2015-07-11    6445.505909
2015-07-12     158.311044
2015-07-13    8763.582926
2015-07-14    7521.775031
2015-07-15    7134.427325
2015-07-16    7558.231037
2015-07-17    7524.260896
2015-07-18    6448.248827
2015-07-19     161.102229
2015-07-20    7280.486296
2015-07-21    6038.689373
2015-07-22    5651.345753
2015-07-23    6075.164416
2015-07-24    6041.192392
2015-07-25    6451.082135
2015-07-26     163.932895
2015-07-27    8769.223770
2015-07-28    7527.426247
2015-07-29    7140.082404
2015-07-30    7563.900249
2015-07-31    7529.928328
Freq: D, Name: predicted_mean, dtype: float64"
504,505,"{'TAE': 34112.5434202356, 'RMSE': 1060.1476606007889, 'MAPE': 0.2329044620897787, 'AIC': np.float64(14165.291797541431), 'BIC': np.float64(14323.476179916572)}","2015-06-20    4646.790239
2015-06-21     919.223298
2015-06-22    5588.662774
2015-06-23    5013.021237
2015-06-24    4813.830773
2015-06-25    4875.230445
2015-06-26    4773.429306
2015-06-27    4629.923488
2015-06-28     841.020817
2015-06-29    7426.517090
2015-06-30    6777.844633
2015-07-01    6467.833326
2015-07-02    6509.437757
2015-07-03    6509.542616
2015-07-04    4645.497118
2015-07-05     862.565446
2015-07-06    5721.257242
2015-07-07    5079.694287
2015-07-08    4780.471301
2015-07-09    4824.002782
2015-07-10    4814.187173
2015-07-11    4657.912720
2015-07-12     874.399775
2015-07-13    7441.472488
2015-07-14    6799.217428
2015-07-15    6498.944208
2015-07-16    6542.288092
2015-07-17    6533.438233
2015-07-18    4670.635752
2015-07-19     887.179394
2015-07-20    5747.664709
2015-07-21    5105.477025
2015-07-22    4805.306044
2015-07-23    4848.668191
2015-07-24    4839.724317
2015-07-25    4683.328857
2015-07-26     899.866990
2015-07-27    7466.765105
2015-07-28    6824.570862
2015-07-29    6524.389928
2015-07-30    6567.750298
2015-07-31    6558.815576
Freq: D, Name: predicted_mean, dtype: float64"
505,506,"{'TAE': 14691.811390282237, 'RMSE': 908.4675736046265, 'MAPE': 0.12168827751836601, 'AIC': np.float64(15025.048614198015), 'BIC': np.float64(15183.232996573155)}","2015-06-20     4673.719189
2015-06-21     -381.776744
2015-06-22     7453.550682
2015-06-23     6089.625498
2015-06-24     6276.872464
2015-06-25     5697.472832
2015-06-26     6058.485794
2015-06-27     5435.039042
2015-06-28      -62.325909
2015-06-29    10861.329731
2015-06-30     9229.188828
2015-07-01     9349.489581
2015-07-02     8711.893470
2015-07-03     8953.485142
2015-07-04     5355.362380
2015-07-05      -96.719131
2015-07-06     7715.992214
2015-07-07     6111.592775
2015-07-08     6238.806844
2015-07-09     5607.235657
2015-07-10     5861.210676
2015-07-11     5362.028795
2015-07-12      -94.750785
2015-07-13    10831.038479
2015-07-14     9223.761232
2015-07-15     9350.258122
2015-07-16     8718.061937
2015-07-17     8970.752387
2015-07-18     5359.737477
2015-07-19      -96.554758
2015-07-20     7715.935000
2015-07-21     6108.956277
2015-07-22     6235.527563
2015-07-23     5603.396210
2015-07-24     5856.219913
2015-07-25     5358.375372
2015-07-26      -97.967417
2015-07-27    10827.844832
2015-07-28     9220.835142
2015-07-29     9347.398711
2015-07-30     8715.260633
2015-07-31     8968.070513
Freq: D, Name: predicted_mean, dtype: float64"
